10000;50000;100000;1000000;
145;747;1554;26674;
144;749;1562;26710;
142;749;1557;24858;
144;749;1608;28674;
145;749;1558;26777;
146;747;1560;26533;
144;755;1548;25643;
144;748;1563;25969;
144;746;1547;26465;
145;753;1544;25407;
144;748;1558;25268;
143;748;1566;24837;
145;752;1547;26514;
143;745;1546;26942;
142;750;1560;26260;
145;747;1555;27568;
143;747;1550;25988;
148;758;1557;26204;
142;753;1556;25458;
145;751;1542;27514;
144;750;1548;26945;
147;755;1556;27914;
144;743;1552;25921;
143;752;1545;43083;
157;825;1721;30422;
154;826;1796;31939;
157;821;1897;32158;
159;818;1696;36594;
158;829;1709;31834;
160;819;1700;28559;
157;815;1747;30705;
161;894;1752;29709;
158;820;1820;29904;
158;822;1903;29077;
163;831;1887;30616;
157;912;1912;32090;
163;816;1754;29894;
163;874;1720;29501;
160;831;1809;30052;
168;1208;2595;34903;
153;805;1664;36705;
160;872;1730;32598;
202;1292;2675;32006;
158;1239;2462;32009;
156;900;1698;31081;
164;967;1761;29864;
158;828;1737;33025;
159;831;1741;29172;
188;874;1819;29761;
158;827;1860;34318;
182;891;1779;28123;
158;827;1788;36202;
164;920;1792;32885;
180;1124;2188;32515;
183;866;1863;32313;
170;899;1844;28616;
159;909;1740;29641;
163;862;1858;32809;
160;831;1760;31976;
168;861;1832;29121;
158;823;1698;32235;
160;880;1703;32247;
159;839;1809;29758;
169;816;1761;33413;
154;845;1796;29124;
156;803;1745;28084;
154;802;1674;36230;
187;907;1702;33616;
323;2314;2024;38714;
290;1118;2009;38271;
352;1269;2435;35787;
160;836;1801;32830;
186;1039;2095;32666;
178;927;1869;34012;
237;903;2252;33239;
178;976;1995;35058;
177;902;1924;33066;
157;812;1967;35065;
197;849;1946;34265;
175;910;1957;32582;
182;995;2150;35981;
165;824;1802;30167;
147;772;1966;31819;
159;982;2344;31571;
148;916;1745;31396;
153;806;1671;31563;
148;902;1985;31681;
215;887;1839;31574;
152;877;1711;31097;
158;907;2066;31249;
153;845;2173;31049;
164;916;2020;29388;
155;800;1646;33026;
280;1284;2216;30578;
154;798;1721;38053;
182;1033;2120;30114;
163;834;1771;32677;
178;1023;2019;31216;
166;876;1808;31504;
166;886;1817;33873;
