10000;50000;100000;1000000;
9;48;101;1106;
9;48;101;1101;
9;50;100;1104;
9;49;101;1107;
9;50;102;1109;
9;48;100;1107;
10;49;100;1105;
10;50;101;1101;
9;48;100;1134;
9;48;100;1102;
9;48;100;1108;
10;48;100;1108;
9;49;101;1104;
10;49;107;1101;
9;49;100;1144;
9;49;101;1104;
9;48;101;1110;
9;48;102;1110;
9;49;100;1100;
10;48;100;1099;
9;49;102;1103;
9;49;100;1142;
9;48;100;1109;
9;49;101;1108;
9;50;101;1101;
10;49;100;1100;
9;48;100;1102;
10;49;100;1107;
9;48;100;1140;
9;49;101;1099;
9;52;100;1106;
10;49;100;1103;
9;49;100;1101;
9;49;100;1109;
9;48;101;1146;
42;49;103;1121;
9;53;100;1104;
9;50;101;1101;
10;49;100;1105;
9;49;100;1105;
9;49;100;1106;
9;50;100;1143;
9;48;100;1101;
9;49;103;1100;
9;49;100;1104;
9;48;100;1127;
9;49;100;1109;
9;49;100;1108;
9;48;100;1100;
9;48;137;1102;
9;48;100;1132;
9;51;101;1110;
9;48;99;1114;
9;50;108;1140;
9;48;103;1100;
9;49;100;1099;
9;49;100;1114;
9;49;101;1125;
9;50;101;1116;
9;48;102;1112;
9;50;100;1106;
9;49;100;1136;
9;49;101;1109;
9;49;100;1114;
9;48;101;1108;
9;49;101;1102;
9;54;100;1100;
9;49;100;1103;
9;48;101;1107;
9;49;102;1109;
9;48;102;1109;
9;49;101;1103;
9;48;109;1102;
9;51;100;1102;
9;49;100;1109;
9;49;101;1111;
9;49;101;1112;
9;49;101;1145;
10;50;101;1101;
9;49;102;1103;
9;49;100;1109;
9;48;101;1112;
9;48;101;1142;
9;49;101;1106;
10;48;100;1101;
9;49;101;1104;
9;49;101;1109;
10;49;100;1110;
9;48;100;1142;
9;49;101;1100;
9;54;101;1099;
9;49;100;1108;
9;49;100;1102;
10;49;99;1141;
9;50;100;1108;
10;50;100;1100;
9;48;104;1103;
9;48;99;1115;
9;51;101;1147;
9;48;100;1110;
