10000;50000;100000;1000000;
8;42;87;958;
7;42;87;957;
8;42;87;954;
8;43;87;952;
8;43;87;954;
8;42;88;954;
8;42;88;955;
8;42;87;955;
8;43;88;955;
8;42;88;955;
8;42;86;956;
8;42;86;957;
8;42;86;955;
8;43;86;956;
8;42;87;953;
7;42;87;953;
8;42;87;956;
7;42;87;955;
8;43;87;953;
8;43;87;961;
8;42;87;953;
8;42;87;955;
8;42;87;955;
8;42;86;955;
8;42;86;954;
8;43;88;954;
7;43;87;952;
7;42;86;955;
8;42;87;954;
8;42;86;952;
8;42;86;952;
8;42;87;951;
8;42;88;959;
7;42;88;957;
8;42;86;954;
8;42;86;954;
8;42;87;956;
8;43;88;953;
8;42;87;977;
8;42;87;958;
8;42;86;954;
8;43;87;954;
7;42;87;958;
8;42;87;957;
8;42;87;955;
7;42;87;955;
8;42;86;953;
8;42;87;954;
8;42;86;956;
8;43;88;955;
8;42;88;953;
8;42;86;955;
8;43;87;956;
8;42;86;955;
8;42;87;955;
7;43;87;954;
8;42;88;955;
8;42;87;951;
8;42;87;951;
7;42;88;953;
7;42;86;956;
8;42;86;952;
8;42;86;951;
8;42;86;951;
8;42;88;954;
7;42;87;953;
8;42;87;952;
8;42;86;954;
7;42;87;959;
8;42;87;954;
8;42;86;953;
8;42;86;956;
8;43;87;956;
7;42;87;956;
7;42;87;953;
8;42;87;954;
8;42;87;954;
7;43;87;954;
8;42;87;957;
8;42;87;958;
8;42;87;953;
8;42;87;952;
8;43;86;953;
7;43;87;953;
8;42;87;953;
7;42;87;954;
8;42;86;954;
8;43;86;954;
8;42;87;953;
8;42;87;954;
8;42;87;955;
8;42;86;953;
8;42;87;954;
8;42;87;954;
8;43;86;953;
8;42;86;953;
8;42;87;953;
8;42;87;955;
8;42;87;956;
7;42;87;955;
