10000;50000;100000;1000000;
156;807;1707;26929;
154;814;1705;28905;
156;814;1705;27909;
157;821;1672;25365;
155;809;1676;25972;
165;811;1668;25959;
155;817;1729;26808;
157;809;1642;24429;
157;809;1655;27674;
156;807;1720;28237;
158;809;1696;29096;
157;843;1666;27354;
157;799;1632;28865;
155;811;1657;22226;
156;818;1688;25431;
194;795;1701;26247;
155;808;1728;23803;
156;810;1721;27183;
153;818;1670;27205;
153;792;1682;24568;
156;811;1677;25650;
152;809;1675;25907;
158;821;1690;27003;
154;816;1675;20330;
155;808;1651;27337;
154;854;1611;28802;
157;816;1654;26833;
155;842;1645;25475;
165;810;1685;24605;
154;804;1634;28021;
157;806;1661;23917;
158;807;1665;26486;
156;809;1685;25887;
156;854;1701;29184;
161;809;1684;26652;
157;839;1667;29544;
156;809;1661;24397;
156;812;1740;26149;
156;823;1717;25453;
157;813;1640;27583;
157;840;1645;25860;
155;814;1650;24891;
159;827;1702;25218;
156;841;1658;28886;
156;808;1668;27361;
166;804;1698;28150;
150;812;1679;23824;
158;824;1720;26847;
159;852;1691;24883;
155;824;1662;26396;
155;811;1645;22846;
157;815;1675;25313;
158;811;1681;27237;
159;851;1693;30243;
158;856;1677;26765;
157;817;1677;28692;
156;811;1681;25456;
156;816;1686;26614;
157;850;1651;24650;
156;819;1676;28543;
158;804;1676;27289;
159;814;1712;27938;
151;814;1689;25676;
156;817;1661;28556;
162;805;1651;25863;
152;808;1661;26744;
154;811;1677;28664;
155;804;1681;26713;
161;815;1690;23707;
154;806;1681;27755;
154;819;1714;26644;
153;818;1647;29722;
154;815;1678;29072;
165;846;1691;27344;
151;807;1681;29421;
155;820;1648;29754;
164;838;1677;26879;
155;817;1667;22558;
158;817;1673;25842;
156;806;1694;26391;
159;814;1671;24319;
156;814;1681;29293;
155;814;1676;25691;
156;811;1675;28522;
158;810;1636;26807;
155;810;1664;25761;
167;813;1661;29803;
158;808;1691;21832;
156;818;1657;26006;
156;813;1677;28321;
156;819;1668;28147;
156;815;1669;25098;
154;809;1656;26048;
159;830;1672;25772;
156;807;1668;27915;
156;813;1731;27926;
155;813;1675;29461;
156;808;1655;26360;
160;820;1641;26897;
158;821;1681;25429;
