10000;50000;100000;1000000;
156;810;1688;26005;
155;812;1667;27320;
159;816;1699;25045;
192;811;1693;26199;
156;813;1677;26484;
157;853;1698;28404;
153;816;1677;24845;
154;814;1676;27743;
154;813;1687;27512;
156;818;1675;24611;
158;814;1730;23090;
155;841;1685;27044;
156;813;1686;26343;
161;812;1684;26404;
155;819;1703;25121;
156;824;1698;25637;
156;803;1668;26671;
157;806;1722;27424;
155;819;1657;26521;
154;811;1702;26452;
157;823;1661;27175;
150;778;1569;25844;
141;739;1552;27764;
144;749;1555;25658;
142;752;1562;26597;
145;747;1547;22874;
142;749;1546;24492;
142;750;1559;25973;
143;738;1563;23147;
145;736;1534;23725;
142;750;1565;24113;
144;748;1556;24067;
146;746;1536;25226;
142;752;1545;23931;
142;751;1545;22117;
145;743;1549;26851;
145;747;1540;23955;
144;746;1580;27875;
144;745;1543;25520;
144;745;1540;28183;
143;745;1535;22401;
145;748;1553;25729;
142;744;1569;22791;
143;740;1541;23708;
143;749;1551;25295;
144;746;1555;26294;
146;747;1569;23113;
146;749;1535;20986;
146;749;1547;23283;
144;746;1546;24858;
144;745;1544;25771;
141;740;1550;25628;
143;743;1520;26356;
148;759;1552;24419;
144;741;1564;25078;
143;744;1545;25904;
142;744;1556;26865;
144;751;1522;27448;
143;750;1530;25210;
143;745;1548;24255;
144;745;1552;25823;
143;746;1551;22063;
145;744;1532;22286;
143;743;1541;21964;
144;745;1537;22346;
145;746;1540;25675;
148;750;1532;25736;
143;754;1544;26276;
147;746;1549;26000;
142;752;1537;24542;
143;746;1535;26954;
144;746;1535;22610;
141;750;1544;24566;
146;746;1534;25172;
144;741;1537;24720;
145;747;1541;24234;
145;747;1517;22786;
144;750;1544;25986;
141;749;1506;21968;
146;746;1539;23343;
142;743;1528;25454;
141;746;1532;27309;
147;739;1535;22734;
145;744;1518;25694;
144;750;1553;24803;
144;747;1549;24471;
145;747;1563;23748;
144;751;1521;25949;
144;751;1525;26169;
143;748;1532;23967;
145;746;1549;25720;
145;748;1573;25863;
145;740;1540;24065;
145;750;1566;21932;
144;747;1537;26791;
139;747;1537;22360;
146;743;1540;25097;
144;744;1533;21673;
143;742;1538;23793;
144;748;1541;24421;
