10000;50000;100000;1000000;
8;47;98;1074;
9;48;97;1073;
9;47;97;1073;
8;47;102;1072;
9;47;97;1073;
9;48;98;1075;
9;47;97;1072;
9;49;97;1074;
8;47;98;1077;
8;48;99;1073;
9;48;100;1083;
9;47;98;1079;
8;47;98;1072;
9;48;99;1073;
9;47;98;1081;
9;47;98;1080;
9;47;97;1080;
9;47;98;1077;
9;47;98;1078;
9;49;97;1117;
8;47;98;1080;
9;47;97;1078;
9;47;98;1077;
9;47;97;1075;
9;47;97;1084;
9;47;97;1077;
9;47;98;1135;
10;47;97;1080;
8;47;97;1080;
9;48;98;1080;
9;47;98;1084;
9;48;97;1073;
8;93;98;1076;
9;48;98;1077;
9;47;98;1078;
8;47;97;1077;
9;47;98;1073;
9;47;98;1072;
8;48;98;1072;
9;47;103;1074;
9;47;98;1076;
8;47;99;1104;
9;51;103;1108;
9;47;102;1096;
9;55;99;1093;
9;49;99;1091;
9;48;106;1071;
9;48;97;1069;
8;46;97;1070;
9;47;97;1070;
9;47;100;1074;
9;47;103;1078;
9;47;98;1072;
8;48;97;1079;
9;47;97;1072;
8;47;97;1074;
8;47;97;1073;
9;47;96;1073;
8;48;96;1112;
8;47;97;1079;
9;47;98;1073;
9;48;97;1106;
9;47;97;1076;
9;47;97;1085;
8;47;98;1081;
8;47;98;1079;
9;47;97;1118;
8;47;99;1078;
9;47;98;1082;
9;48;97;1086;
8;47;96;1079;
9;47;98;1080;
9;47;99;1082;
9;47;97;1079;
9;48;97;1082;
9;48;97;1119;
9;48;99;1081;
9;47;98;1078;
9;47;100;1078;
9;47;98;1075;
9;48;98;1077;
9;47;98;1078;
8;47;97;1080;
8;47;98;1073;
9;49;98;1072;
9;47;97;1106;
8;47;102;1072;
9;47;98;1077;
9;47;98;1073;
8;47;98;1073;
9;47;98;1073;
9;47;103;1074;
9;47;97;1075;
9;48;98;1072;
8;47;98;1073;
9;47;97;1073;
9;47;97;1078;
8;47;98;1074;
8;47;97;1079;
9;48;98;1079;
